Reaction,Target_Nucleus,Target_Z,Target_N,Target_Mass_A,Projectile,Compound_Nucleus,Compound_A,Compound_Z,Neutron_Excess,Isospin_Tz,Reduced_Mass_mu,Coulomb_Barrier_MeV,Gamow_Peak_E0_MeV,Gamow_Window_dE0_MeV,Energy_c.m._MeV,Sommerfeld_eta,Gamow_Factor_Exp_2pi_eta,S_Factor_S_E_keV_b,Cross_Section_sigma_nb,S0_Experimental_keV_b,S0_Exp_Uncertainty,S0_Theoretical_EFT_keV_b,ML_Polynomial_Reg_S0,ML_Cubic_Spline_S0,ML_Power_Law_S0,PCA_Component_1,PCA_Component_2,tSNE_Component_1,tSNE_Component_2,Network_Degree_Centrality
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,2.7689,0.3541,1.0807e-01,20.6964,8.0776e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,2.7982,0.3523,1.0934e-01,20.6953,8.0865e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,2.8274,0.3504,1.1060e-01,20.6942,8.0948e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,2.8566,0.3486,1.1185e-01,20.6932,8.1026e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,2.8859,0.3469,1.1311e-01,20.6921,8.1098e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,2.9151,0.3451,1.1435e-01,20.691,8.1165e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,2.9444,0.3434,1.1559e-01,20.6899,8.1226e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,2.9736,0.3417,1.1683e-01,20.6888,8.1283e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.0029,0.34,1.1806e-01,20.6877,8.1335e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.0321,0.3384,1.1929e-01,20.6866,8.1383e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.0613,0.3368,1.2050e-01,20.6855,8.1426e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.0906,0.3352,1.2172e-01,20.6844,8.1465e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.1198,0.3336,1.2293e-01,20.6833,8.1499e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.1491,0.3321,1.2414e-01,20.6822,8.1530e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.1783,0.3305,1.2534e-01,20.6811,8.1556e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.2076,0.329,1.2653e-01,20.68,8.1579e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.2368,0.3275,1.2772e-01,20.6789,8.1597e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.2661,0.3261,1.2891e-01,20.6779,8.1613e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.2953,0.3246,1.3009e-01,20.6768,8.1624e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.3245,0.3232,1.3126e-01,20.6757,8.1633e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.3538,0.3218,1.3243e-01,20.6746,8.1638e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.383,0.3204,1.3359e-01,20.6735,8.1640e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.4123,0.319,1.3476e-01,20.6724,8.1638e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.4415,0.3176,1.3591e-01,20.6713,8.1634e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.4708,0.3163,1.3706e-01,20.6702,8.1627e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"7Be(p, gamma)8B",7Be,4,3,7,p,87Be,8,5,-2,-1.0,0.875,1.648,0.0179,0.0111,3.5,0.315,1.3821e-01,20.6691,8.1617e+08,20.8,0.7,20.9,20.696,20.8,20.4256,-0.7356,-0.0431,9.7223,3.0,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.02,5.8321,1.2179e-16,0.56,3.4101e-06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.0492,3.7184,7.1344e-11,0.56,8.1203e-01,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.0785,2.9438,9.2713e-09,0.56,6.6138e+01,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.1077,2.5132,1.3868e-07,0.56,7.2105e+02,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.137,2.2283,8.3066e-07,0.56,3.3953e+03,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.1662,2.0231,3.0155e-06,0.56,1.0160e+04,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.1955,1.8654,8.1253e-06,0.56,2.3273e+04,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.2247,1.74,1.7868e-05,0.56,4.4528e+04,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.2539,1.6369,3.4154e-05,0.56,7.5323e+04,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.2832,1.5499,5.8993e-05,0.5599,1.1664e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.3124,1.4757,9.4037e-05,0.5599,1.6855e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.3417,1.411,1.4119e-04,0.5599,2.3137e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.3709,1.3543,2.0159e-04,0.5599,3.0433e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.4002,1.3038,2.7690e-04,0.5599,3.8742e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.4294,1.2587,3.6764e-04,0.5599,4.7938e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.4587,1.2178,4.7525e-04,0.5599,5.8012e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.4879,1.1808,5.9965e-04,0.5599,6.8815e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.5171,1.147,7.4164e-04,0.5599,8.0303e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.5464,1.1158,9.0212e-04,0.5599,9.2441e+05,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.5756,1.0871,1.0802e-03,0.5599,1.0507e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.6049,1.0605,1.2771e-03,0.5599,1.1821e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.6341,1.0358,1.4916e-03,0.5599,1.3170e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.6634,1.0126,1.7249e-03,0.5599,1.4558e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.6926,0.9911,1.9754e-03,0.5599,1.5968e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.7218,0.9708,2.2434e-03,0.5599,1.7401e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.7511,0.9517,2.5299e-03,0.5599,1.8857e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.7803,0.9337,2.8324e-03,0.5599,2.0322e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.8096,0.9167,3.1527e-03,0.5599,2.1801e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.8388,0.9006,3.4882e-03,0.5598,2.3282e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.8681,0.8852,3.8409e-03,0.5598,2.4770e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.8973,0.8707,4.2078e-03,0.5598,2.6253e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.9266,0.8568,4.5912e-03,0.5598,2.7739e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.9558,0.8436,4.9879e-03,0.5598,2.9215e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,0.985,0.831,5.3988e-03,0.5598,3.0684e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.0143,0.819,5.8249e-03,0.5598,3.2149e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.0435,0.8074,6.2629e-03,0.5598,3.3599e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.0728,0.7963,6.7154e-03,0.5598,3.5042e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.102,0.7857,7.1788e-03,0.5598,3.6467e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.1313,0.7754,7.6559e-03,0.5598,3.7884e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.1605,0.7656,8.1431e-03,0.5598,3.9280e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.1897,0.7562,8.6415e-03,0.5598,4.0660e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.219,0.747,9.1524e-03,0.5598,4.2029e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.2482,0.7382,9.6721e-03,0.5598,4.3376e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.2775,0.7297,1.0204e-02,0.5598,4.4710e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.3067,0.7215,1.0743e-02,0.5598,4.6021e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.336,0.7136,1.1294e-02,0.5598,4.7319e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.3652,0.7059,1.1852e-02,0.5598,4.8593e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.3945,0.6984,1.2420e-02,0.5598,4.9853e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.4237,0.6912,1.2995e-02,0.5597,5.1090e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.4529,0.6843,1.3577e-02,0.5597,5.2308e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.4822,0.6775,1.4170e-02,0.5597,5.3510e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.5114,0.6709,1.4768e-02,0.5597,5.4690e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.5407,0.6645,1.5374e-02,0.5597,5.5854e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.5699,0.6583,1.5986e-02,0.5597,5.6995e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.5992,0.6522,1.6606e-02,0.5597,5.8121e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.6284,0.6463,1.7231e-02,0.5597,5.9225e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.6576,0.6406,1.7861e-02,0.5597,6.0309e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.6869,0.635,1.8499e-02,0.5597,6.1379e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.7161,0.6296,1.9141e-02,0.5597,6.2426e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.7454,0.6243,1.9790e-02,0.5597,6.3459e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.7746,0.6191,2.0442e-02,0.5597,6.4470e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.8039,0.6141,2.1100e-02,0.5597,6.5466e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.8331,0.6092,2.1762e-02,0.5597,6.6441e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.8624,0.6044,2.2429e-02,0.5597,6.7402e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.8916,0.5997,2.3099e-02,0.5597,6.8343e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.9208,0.5951,2.3773e-02,0.5597,6.9266e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.9501,0.5906,2.4453e-02,0.5597,7.0176e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,1.9793,0.5863,2.5134e-02,0.5596,7.1066e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,2.0086,0.582,2.5821e-02,0.5596,7.1943e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
"3He(alpha, gamma)7Be",3He,2,1,3,a,73He,7,4,-1,-0.5,1.7143,1.584,0.0224,0.0124,2.0378,0.5778,2.6509e-02,0.5596,7.2800e+06,0.56,0.02,0.56,0.5572,0.56,0.5499,-0.9933,0.0571,-5.1294,4.8,0.32
